year,quarter,TotalkWh,TotalAccounts,temperature_2m_max,temperature_2m_min,cumulative_solar,BEV,PHEV,load_per_account,delta_totalkwh,delta_totalaccounts,delta_load_per_account,Income_Median,Pct_Multifamily,Locale,Pct_Rentalunits,Educ_Attainment_L5,Pct no vehicles,CommuteGr45min,Commute15min,Commute30min,Total_Pop,Total_Pop_Median_age,GRAPI_<30%,GRAPI_>30%,zip_code
2017,2,2951830.333333333,9624.0,23.944012,14.01489,140.0,11.0,38.0,306.7155375450263,-600057.666666667,-217.33333333333394,-54.199785581921276,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2017,3,4122746.0,9843.666666666666,27.37348,18.43489,140.0,11.0,38.0,418.8221868544919,1170915.666666667,219.66666666666606,112.10664930946564,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2017,4,3378328.0,9829.0,23.822935,14.361522,140.0,11.0,38.0,343.71024519279683,-744418.0,-14.66666666666606,-75.11194166169508,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2018,1,3343262.0,9837.333333333334,19.456112,10.4794445,162.0,8.0,58.0,339.8544998644619,-35066.0,8.33333333333394,-3.855745328334933,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2018,2,2969100.6666666665,9843.0,22.132473,13.06379,162.0,8.0,58.0,301.6459074130516,-374161.3333333335,5.66666666666606,-38.20859245141031,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2018,3,4563581.666666667,9861.333333333334,27.971848,18.609346,162.0,8.0,58.0,462.77531773931855,1594481.0000000005,18.33333333333394,161.12941032626696,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2018,4,3331511.0,9854.0,21.578913,12.728912,162.0,8.0,58.0,338.0871727217374,-1232070.666666667,-7.33333333333394,-124.68814501758118,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2019,1,3774357.0,9873.333333333334,16.568888,8.748888,177.0,21.0,46.0,382.277886563133,442846.0,19.33333333333394,44.19071384139562,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2019,2,2858390.6666666665,9837.0,21.338516,12.952802,177.0,21.0,46.0,290.5754464436989,-915966.3333333335,-36.33333333333394,-91.70244011943407,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2019,3,4037620.6666666665,9828.333333333334,27.460436,17.489782,177.0,21.0,46.0,410.8143801933186,1179230.0,-8.66666666666606,120.23893374961966,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2019,4,3451286.333333333,9845.0,21.741413,12.1348915,177.0,21.0,46.0,350.5623497545285,-586334.3333333335,16.66666666666606,-60.25203043879009,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2020,1,3454030.333333333,9838.0,18.521482,9.552802,184.0,36.0,64.0,351.0907027173544,2744.0,-7.0,0.5283529628259203,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2020,2,3551180.333333333,9880.666666666666,23.278625,14.058297,184.0,36.0,64.0,359.40695634572563,97150.0,42.66666666666606,8.316253628371214,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2020,3,4568432.0,9884.333333333334,28.95174,17.91913,184.0,36.0,64.0,462.1891882777459,1017251.666666667,3.6666666666678793,102.7822319320203,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2020,4,4060556.0,9911.0,23.085978,13.106629,184.0,36.0,64.0,409.7019473312481,-507876.0,26.66666666666606,-52.48724094649782,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
2021,1,3609618.0,9966.666666666666,19.145555,9.275,192.0,51.0,93.0,362.16903010033445,-450938.0,55.66666666666606,-47.532917230913654,21845.2,24.07,Suburban Large,65.96,1.44,10.52,27.3090042,21.64730742,51.043688382,5332.0,29.84,39.59,60.36,90001
