year,quarter,TotalkWh,TotalAccounts,temperature_2m_max,temperature_2m_min,cumulative_solar,BEV,PHEV,load_per_account,delta_totalkwh,delta_totalaccounts,delta_load_per_account,Income_Median,Pct_Multifamily,Locale,Pct_Rentalunits,Educ_Attainment_L5,Pct no vehicles,CommuteGr45min,Commute15min,Commute30min,Total_Pop,Total_Pop_Median_age,GRAPI_<30%,GRAPI_>30%,zip_code
2020,1,4196662.666666667,12619.0,18.521482,9.552802,318.0,165.0,176.0,332.5669757244367,157286.3333333335,-1.3333333333339397,12.498065764319449,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2020,2,4136769.6666666665,12660.666666666666,23.278625,14.058297,318.0,165.0,176.0,326.7418514032963,-59893.000000000466,41.66666666666606,-5.825124321140379,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2020,3,4851836.666666667,12706.333333333334,28.95174,17.91913,318.0,165.0,176.0,381.8439623284976,715067.0000000005,45.66666666666788,55.10211092520126,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2020,4,4590437.0,12669.333333333334,23.085978,13.106629,318.0,165.0,176.0,362.3266417596295,-261399.66666666698,-37.0,-19.517320568868058,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2021,1,4446628.666666667,12510.666666666666,19.145555,9.275,342.0,252.0,214.0,355.4269956303954,-143808.33333333302,-158.66666666666788,-6.8996461292341,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2021,2,3698074.6666666665,12577.0,23.353352,13.432472,342.0,252.0,214.0,294.0347194614508,-748554.0000000005,66.33333333333394,-61.39227616894465,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2021,3,4442447.333333333,12590.333333333334,27.739782,17.481087,342.0,252.0,214.0,352.8458870562071,744372.6666666665,13.33333333333394,58.81116759475634,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2021,4,4007341.6666666665,12593.0,21.003912,12.154456,342.0,252.0,214.0,318.219778183647,-435105.6666666665,2.6666666666660603,-34.62610887256011,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2022,1,4302528.333333333,12586.0,20.286112,10.600555,411.0,386.0,232.0,341.85033635256104,295186.6666666665,-7.0,23.630558168914035,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2022,2,3623630.0,12658.333333333334,23.980824,13.996209,411.0,386.0,232.0,286.2643844634628,-678898.333333333,72.33333333333394,-55.585951889098226,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2022,3,4806177.666666667,12713.0,28.699566,18.679998,411.0,386.0,232.0,378.0522037809067,1182547.666666667,54.66666666666606,91.7878193174439,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2022,4,4231036.666666667,12735.333333333334,20.258804,11.9718485,411.0,386.0,232.0,332.2281840548605,-575141.0,22.33333333333394,-45.82401972604623,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2023,2,3496041.6666666665,12769.333333333334,19.802801,12.12423,412.0,671.0,239.0,273.78419651247776,-734995.0000000005,34.0,-58.44398754238273,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2023,3,4372621.0,12802.666666666666,27.543587,17.410978,412.0,671.0,239.0,341.5398614871902,876579.3333333335,33.33333333333212,67.75566497471243,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2023,4,3810245.3333333335,12832.0,22.691956,13.1566305,412.0,671.0,239.0,296.93308395677474,-562375.6666666665,29.33333333333394,-44.60677753041546,29221.3636363636,50.3545454545,Small City,56.6545454545,7.1090909091,6.7363636364,17.41256713,35.4087605991,47.0765581027,4005.0,39.4272727273,45.1909090909,54.8454545455,90247
2014,4,687996.0,1473.3333333333333,23.77111,12.383064,119.0,11.0,24.0,466.96561085972854,0.0,0.0,0.0,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2015,1,658037.3333333334,1466.3333333333333,23.522112,10.638778,140.0,31.0,32.0,448.7638099568084,-29958.666666666628,-7.0,-18.201800902920127,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2015,2,561026.6666666666,1472.6666666666667,24.676,13.405121,140.0,31.0,32.0,380.959710276143,-97010.66666666674,6.333333333333485,-67.80409968066539,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2015,3,697318.3333333334,1470.3333333333333,30.102629,18.839045,140.0,31.0,32.0,474.25867150306055,136291.66666666674,-2.333333333333485,93.29896122691753,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2015,4,765798.3333333334,1493.6666666666667,23.809694,11.786869,140.0,31.0,32.0,512.6969426467307,68480.0,23.333333333333485,38.438271143670136,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2016,1,711022.3333333334,1510.3333333333333,21.602373,9.636989,197.0,32.0,54.0,470.7717943058928,-54776.0,16.666666666666515,-41.92514834083789,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2016,2,603799.3333333334,1526.3333333333333,25.084242,13.747429,197.0,32.0,54.0,395.58811967678537,-107223.0,16.0,-75.18367462910743,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2016,3,746996.0,1518.6666666666667,29.916218,17.91948,197.0,32.0,54.0,491.8762071992976,143196.66666666663,-7.666666666666515,96.28808752251223,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2016,4,697386.6666666666,1521.3333333333333,23.26676,12.094479,197.0,32.0,54.0,458.4049079754601,-49609.33333333337,2.666666666666515,-33.47129922383749,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2017,1,739379.6666666666,1516.0,18.13889,10.017777,220.0,51.0,67.0,487.7174582233949,41993.0,-5.3333333333332575,29.31255024793478,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2017,2,607595.3333333334,1508.6666666666667,23.944012,14.01489,220.0,51.0,67.0,402.7366327883341,-131784.33333333326,-7.3333333333332575,-84.98082543506081,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2017,3,778989.6666666666,1511.3333333333333,27.37348,18.43489,220.0,51.0,67.0,515.4320688134098,171394.33333333326,2.666666666666515,112.69543602507576,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2017,4,671874.6666666666,1509.6666666666667,23.822935,14.361522,220.0,51.0,67.0,445.0483550452638,-107115.0,-1.666666666666515,-70.38371376814604,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2018,1,698959.3333333334,1518.3333333333333,19.456112,10.4794445,234.0,69.0,83.0,460.34643249176736,27084.666666666744,8.666666666666515,15.298077446503555,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2018,2,604492.0,1518.0,22.132473,13.06379,234.0,69.0,83.0,398.2160737812912,-94467.33333333337,-0.33333333333325754,-62.13035871047617,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2018,3,836628.3333333334,1517.6666666666667,27.971848,18.609346,234.0,69.0,83.0,551.2596090489787,232136.33333333337,-0.33333333333325754,153.04353526768756,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2018,4,664112.0,1514.6666666666667,21.578913,12.728912,234.0,69.0,83.0,438.45422535211264,-172516.33333333337,-3.0,-112.8053836968661,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2019,1,754107.0,1505.0,16.568888,8.748888,239.0,88.0,102.0,501.06777408637873,89995.0,-9.666666666666742,62.61354873426609,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2019,2,582042.0,1508.6666666666667,21.338516,12.952802,239.0,88.0,102.0,385.7989394608926,-172065.0,3.6666666666667425,-115.26883462548614,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2019,3,723665.6666666666,1511.0,27.460436,17.489782,239.0,88.0,102.0,478.9316126185749,141623.66666666663,2.3333333333332575,93.13267315768229,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2019,4,696057.6666666666,1515.0,21.741413,12.1348915,239.0,88.0,102.0,459.44400440044,-27608.0,4.0,-19.48760821813488,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2020,1,710460.6666666666,1515.6666666666667,18.521482,9.552802,243.0,105.0,109.0,468.74466681328346,14403.0,0.6666666666667425,9.300662412843451,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2020,2,685076.3333333334,1513.0,23.278625,14.058297,243.0,105.0,109.0,452.793346552104,-25384.333333333256,-2.6666666666667425,-15.951320261179433,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2020,3,813146.6666666666,1516.6666666666667,28.95174,17.91913,243.0,105.0,109.0,536.1406593406593,128070.33333333326,3.6666666666667425,83.34731278855531,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2020,4,781996.0,1514.6666666666667,23.085978,13.106629,243.0,105.0,109.0,516.2825704225352,-31150.666666666628,-2.0,-19.858088918124167,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2021,1,757170.0,1515.0,19.145555,9.275,252.0,134.0,111.0,499.7821782178218,-24826.0,0.33333333333325754,-16.500392204713364,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2021,2,634191.3333333334,1612.6666666666667,23.353352,13.432472,252.0,134.0,111.0,393.2563042579578,-122978.66666666663,97.66666666666674,-106.52587395986399,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2021,3,742210.3333333334,1508.6666666666667,27.739782,17.481087,252.0,134.0,111.0,491.9644277507733,108019.0,-104.0,98.7081234928155,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2021,4,617954.3333333334,1407.6666666666667,21.003912,12.154456,252.0,134.0,111.0,438.99194885152735,-124256.0,-101.0,-52.97247889924597,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2022,1,772869.3333333334,1636.0,20.286112,10.600555,257.0,211.0,112.0,472.41401792991036,154915.0,228.33333333333326,33.422069078383004,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2022,2,610196.3333333334,1555.0,23.980824,13.996209,257.0,211.0,112.0,392.40921757770633,-162673.0,-81.0,-80.00480035220403,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2022,3,836911.0,1579.6666666666667,28.699566,18.679998,257.0,211.0,112.0,529.8022789618062,226714.66666666663,24.666666666666742,137.3930613840999,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2022,4,675848.6666666666,1476.0,20.258804,11.9718485,257.0,211.0,112.0,457.8920505871725,-161062.33333333337,-103.66666666666674,-71.91022837463373,32522.6,22.3,Small City,23.26,9.02,5.34,20.725855266,34.131555398,44.917938162,3580.4,43.1,52.44,47.56,90248
2014,4,3288538.0,8101.666666666667,23.77111,12.383064,48.0,10.0,23.0,405.90882534457927,0.0,0.0,0.0,33616.8571428571,22.8857142857,Small City,32.9,6.7428571429,3.9,22.5223267214,33.0491534257,44.1075896071,4092.2857142857,42.4714285714,42.6857142857,57.3,90249
2015,1,3317647.333333333,8155.0,23.522112,10.638778,89.0,28.0,28.0,406.823707337012,29109.333333333023,53.33333333333303,0.914881992432754,33616.8571428571,22.8857142857,Small City,32.9,6.7428571429,3.9,22.5223267214,33.0491534257,44.1075896071,4092.2857142857,42.4714285714,42.6857142857,57.3,90249
2015,2,2928985.333333333,8179.333333333333,24.676,13.405121,89.0,28.0,28.0,358.0958513326269,-388662.0,24.33333333333303,-48.7278560043851,33616.8571428571,22.8857142857,Small City,32.9,6.7428571429,3.9,22.5223267214,33.0491534257,44.1075896071,4092.2857142857,42.4714285714,42.6857142857,57.3,90249
2015,3,3528243.333333333,8162.0,30.102629,18.839045,89.0,28.0,28.0,432.27681123907536,599258.0,-17.33333333333303,74.18095990644844,33616.8571428571,22.8857142857,Small City,32.9,6.7428571429,3.9,22.5223267214,33.0491534257,44.1075896071,4092.2857142857,42.4714285714,42.6857142857,57.3,90249
2015,4,3555266.6666666665,8170.666666666667,23.809694,11.786869,89.0,28.0,28.0,435.12565274151433,27023.33333333349,8.66666666666697,2.8488415024389724,33616.8571428571,22.8857142857,Small City,32.9,6.7428571429,3.9,22.5223267214,33.0491534257,44.1075896071,4092.2857142857,42.4714285714,42.6857142857,57.3,90249
2016,1,3432696.6666666665,8171.333333333333,21.602373,9.636989,141.0,35.0,38.0,420.0901525658807,-122570.0,0.6666666666660603,-15.035500175633615,33616.8571428571,22.8857142857,Small City,32.9,6.7428571429,3.9,22.5223267214,33.0491534257,44.1075896071,4092.2857142857,42.4714285714,42.6857142857,57.3,90249
2016,2,2883713.333333333,8174.666666666667,25.084242,13.747429,141.0,35.0,38.0,352.7621921383134,-548983.3333333335,3.3333333333339397,-67.32796042756729,33616.8571428571,22.8857142857,Small City,32.9,6.7428571429,3.9,22.5223267214,33.0491534257,44.1075896071,4092.2857142857,42.4714285714,42.6857142857,57.3,90249
